user_id,amount,transaction_time,device_id,location,merchant,label
user_1,1361.7619848513948,2025-03-26 18:46:19.880457,device_3,Los Angeles,Walmart,0
user_1,1244.1334793199037,2025-03-26 20:17:19.880457,device_20,Phoenix,Amazon,0
user_1,829.417891746406,2025-03-27 03:52:19.880457,device_18,Chicago,Best Buy,0
user_1,1978.5445074789657,2025-03-27 07:06:19.880457,device_13,Houston,eBay,0
user_1,771.6034110808235,2025-03-27 14:02:19.880457,device_27,Phoenix,Walmart,0
user_1,1218.57482156291,2025-03-27 15:25:19.880457,device_28,Phoenix,Best Buy,0
user_1,1421.5302798203602,2025-03-27 20:06:19.880457,device_26,Chicago,eBay,0
user_1,1613.0222637289733,2025-03-27 23:59:19.880457,device_49,New York,Target,0
user_1,1092.6838391246038,2025-03-28 07:27:19.880457,device_9,Los Angeles,eBay,0
user_1,879.4118197139987,2025-03-28 17:00:19.880457,device_29,Los Angeles,Walmart,0
user_1,1833.4245801850993,2025-03-28 17:01:19.880457,device_32,Houston,eBay,1
user_1,1461.9803410800057,2025-03-28 17:30:19.880457,device_43,Houston,Target,0
user_1,862.1893317104541,2025-03-28 21:18:19.880457,device_23,Houston,eBay,0
user_1,1167.0508871737961,2025-03-28 23:48:19.880457,device_17,Phoenix,Walmart,0
user_1,1024.6806290004365,2025-03-29 06:46:19.880457,device_40,Phoenix,Amazon,0
user_1,1539.3910481997812,2025-03-29 08:36:19.880457,device_41,Houston,Amazon,0
user_1,1346.762686994697,2025-03-29 13:23:19.880457,device_40,Chicago,eBay,0
user_1,1579.387674662606,2025-03-29 21:22:19.880457,device_10,Houston,Target,0
user_1,1166.5068982494283,2025-03-29 22:28:19.880457,device_21,Los Angeles,Walmart,0
user_1,1053.3528900340473,2025-03-30 05:36:19.880457,device_49,Los Angeles,Best Buy,0
user_1,1334.9762629158297,2025-03-30 14:00:19.880457,device_3,Chicago,Best Buy,0
user_1,1996.2176198601262,2025-03-30 23:35:19.880457,device_19,New York,Walmart,0
user_1,951.9011202884633,2025-03-31 05:04:19.880457,device_22,Houston,Best Buy,0
user_1,1519.2419106705645,2025-03-31 12:38:19.880457,device_27,New York,Amazon,0
user_1,943.6032696332194,2025-03-31 22:38:19.880457,device_46,Houston,Amazon,0
user_1,1167.466815486395,2025-04-01 04:55:19.880457,device_37,Chicago,eBay,0
user_1,1002.0364838975828,2025-04-01 11:10:19.880457,device_3,Los Angeles,Amazon,0
user_1,1030.3848278155872,2025-04-01 17:40:19.880457,device_41,Houston,Best Buy,0
user_1,1110.6702864800425,2025-04-01 19:54:19.880457,device_29,Houston,Target,0
user_1,1400.328604078549,2025-04-02 02:55:19.880457,device_15,Los Angeles,Walmart,0
user_1,1534.8951120103045,2025-04-02 05:38:19.880457,device_17,Houston,Target,0
user_1,1324.3584296652232,2025-04-02 15:36:19.880457,device_27,Houston,Best Buy,0
user_1,1190.276509103005,2025-04-02 17:08:19.880457,device_46,Los Angeles,Walmart,0
user_1,1318.169537012829,2025-04-03 01:28:19.880457,device_35,Phoenix,Target,0
user_1,1471.9541408709206,2025-04-03 06:04:19.880457,device_36,New York,Amazon,0
user_1,1107.4200994108335,2025-04-03 09:42:19.880457,device_16,Chicago,Best Buy,0
user_1,1437.2136244308442,2025-04-03 16:35:19.880457,device_32,Chicago,Best Buy,0
user_1,1527.8803309048064,2025-04-03 21:14:19.880457,device_10,Houston,Target,0
user_1,1113.2901665753827,2025-04-04 05:56:19.880457,device_5,Chicago,Amazon,0
user_1,1304.3105276001884,2025-04-04 07:05:19.880457,device_34,Phoenix,Walmart,0
user_1,1284.993469298851,2025-04-04 12:05:19.880457,device_33,Houston,Walmart,0
user_1,1130.6692752760255,2025-04-04 15:04:19.880457,device_23,Chicago,Target,0
user_1,1253.150386453559,2025-04-04 21:06:19.880457,device_49,Chicago,Amazon,0
user_1,1637.7494419648112,2025-04-05 03:31:19.880457,device_27,Phoenix,Best Buy,0
user_1,915.2542070508731,2025-04-05 05:00:19.880457,device_46,New York,eBay,0
user_1,1039.4950393404506,2025-04-05 10:35:19.880457,device_49,Chicago,Target,0
user_1,1791.2516636923422,2025-04-05 13:36:19.880457,device_24,New York,Target,0
user_1,1600.4566107482776,2025-04-05 18:43:19.880457,device_18,New York,Best Buy,0
user_1,1376.972842721769,2025-04-06 00:52:19.880457,device_6,New York,eBay,0
user_1,1419.9174148506108,2025-04-06 02:00:19.880457,device_35,Houston,Target,0
user_1,1197.9744062489085,2025-04-06 09:36:19.880457,device_25,Chicago,Walmart,0
user_1,1891.580446806377,2025-04-06 12:49:19.880457,device_34,Phoenix,Target,0
user_1,1145.3222501945695,2025-04-06 17:55:19.880457,device_42,Chicago,eBay,0
user_1,1419.2418290265264,2025-04-06 20:26:19.880457,device_48,Phoenix,Target,0
user_1,1574.520062486185,2025-04-06 22:31:19.880457,device_14,Chicago,Best Buy,0
user_1,1232.111228699739,2025-04-07 07:29:19.880457,device_17,Los Angeles,Best Buy,0
user_1,1685.7638010344654,2025-04-07 07:30:19.880457,device_33,Chicago,Best Buy,1
user_1,1451.906841548304,2025-04-07 12:25:19.880457,device_14,Houston,Walmart,0
user_1,1130.4603699774013,2025-04-07 19:50:19.880457,device_2,Phoenix,Walmart,0
user_1,1156.5128660160385,2025-04-08 01:27:19.880457,device_40,Phoenix,Amazon,0
user_1,1335.4135622881856,2025-04-08 03:47:19.880457,device_41,Houston,Best Buy,0
user_1,1174.2052025801572,2025-04-08 07:54:19.880457,device_22,Houston,Amazon,0
user_1,1187.1481362947168,2025-04-08 15:45:19.880457,device_9,Chicago,Best Buy,0
user_1,1609.725205999287,2025-04-08 17:12:19.880457,device_22,Houston,Best Buy,0
user_1,1138.5381268400824,2025-04-09 01:23:19.880457,device_38,Phoenix,eBay,0
user_1,934.8331062742295,2025-04-09 03:09:19.880457,device_42,New York,Amazon,0
user_1,1629.368417659765,2025-04-09 04:48:19.880457,device_21,Houston,Target,0
user_1,1673.3157791644996,2025-04-09 08:52:19.880457,device_18,Chicago,eBay,0
user_1,1778.6790613500402,2025-04-09 12:40:19.880457,device_46,Chicago,Best Buy,0
user_1,911.9633847803029,2025-04-09 16:33:19.880457,device_44,Chicago,eBay,0
user_1,1315.260562839714,2025-04-09 18:05:19.880457,device_35,New York,Walmart,0
user_1,859.9033176608159,2025-04-09 21:44:19.880457,device_48,Chicago,Best Buy,0
user_1,1274.909647896597,2025-04-10 00:36:19.880457,device_4,Los Angeles,eBay,0
user_1,1425.2351958123284,2025-04-10 01:28:19.880457,device_25,New York,Walmart,0
user_1,774.4674948339955,2025-04-10 06:30:19.880457,device_19,New York,eBay,0
user_1,1499.4652934332528,2025-04-10 07:09:19.880457,device_24,New York,eBay,0
